p1,p2,I1,I2
23.249050264745673,16.163764768237446,0.49372560403366605,1.474331774378295
18.545822335696837,64.07165761585965,1.9276262407574158,1.1717917217700686
32.07662695110155,13.405025048135164,0.3952581323062544,2.0172286106769075
37.25029912821623,10.040460386015848,0.30771100758535674,2.41221742693421
9.288310248884825,26.208878331355866,0.8053474975176589,0.5974180035905706
50.3375477693404,34.59712139346989,1.062758739625981,3.1490089617424872
5.70172074891911,64.81486021614286,1.9548346077669643,0.3772274339459519
61.07981225074097,38.49413345374491,1.1733049773965878,3.852103892448414
2.2062275804402445,77.38394860236129,2.3071152213035395,0.1588493830703528
25.999313083847202,28.418492783489697,0.8665853494844118,1.6393279669859075
121.5737194853608,9.843727417286898,0.29831431893622207,7.651680626308853
31.326501774676863,6.750462918338266,0.20793597684926918,1.9823130721154287
7.172021245160954,20.68995683478001,0.6412403545349842,0.46506886279754245
5.259904800964929,22.645531095986392,0.6778952710005999,0.34735948591156435
61.75743001526624,45.32137321473313,1.364909145515687,3.833863064158989
52.51821105451761,102.0686772710034,3.030567261592605,3.2693292127654408
42.43500751302542,34.64821352690929,1.0387937432163605,2.7089616766004587
15.144133263425438,27.364410541550527,0.8346304829540924,0.950438042653325
71.11669966334203,39.45152497186145,1.214955716054867,4.553583675142324
83.61176657694043,36.6418091200638,1.0906206462197077,5.320668353332286
8.741273381152661,77.70012106442167,2.3169881087195403,0.5475026049050256
67.17099430434526,3.656961890089822,0.11563458032317606,4.196008339824952
25.301120853167525,45.464075429804005,1.3709714153986596,1.6329049595087952
10.99081430335116,73.09544231579541,2.199253160860837,0.7115394652276374
101.25383658735045,105.92263233714839,3.179406766041517,6.413189004839461
113.08998960391105,38.54281652224192,1.1533154487759507,7.094158572563252
74.83832645144099,9.316544836712474,0.289322456686266,4.720218357650241
118.62566369720939,38.25455582464198,1.162789000046068,7.373268442008987
18.538586755745452,12.807246319889428,0.3975107814434952,1.1959449829284248
36.10334705206694,123.24978342885933,3.7119913390796944,2.271250480481525
115.13908915913733,36.17547883078827,1.101690139483349,7.3465947479142
35.98940830797836,32.56044853756537,0.9779692400186709,2.28590983884936
31.644195959965003,6.711332540023385,0.20419447669438767,1.990410218812708
69.18470616437232,6.1480933066596215,0.19124399710398998,4.381844516173537
49.04783256706259,93.11342412028776,2.8287410675731,3.099296303625736
1.6822726781159183,45.1672084563545,1.3691341114564892,0.12285282801853512
47.33149454530901,52.10179854537434,1.5669522259474649,3.013363832487528
54.247338545843746,67.11960660522668,2.0464257646828052,3.3599786746052103
64.42422206254258,38.32493683476374,1.1645748926275106,4.008007833950065
27.386761788938873,26.702746401758553,0.7909681002394139,1.6839263443575985
28.860741995874527,36.52970539981936,1.1252681298488394,1.8090063704869768
82.32743669154698,39.14562273946617,1.1803602570893912,5.218416102489271
16.41827765706667,40.176625858838236,1.221268028591632,1.055998407961321
93.98283262008272,176.42617168942044,5.285471840871596,5.846510195680214
101.56675164617803,49.61223065983368,1.5317517559974914,6.513707038923906
103.02389867557802,71.25003074089923,2.1585835802820927,6.4390276840444844
14.079265217251088,79.57741324554736,2.443446975792792,0.9112275830785768
38.709596130762655,81.52832044370216,2.457613575098806,2.4408111442801226
46.162222161728494,47.86097043660812,1.4942076455514421,2.891804473865329
8.791891460992279,52.40063436739829,1.567615603519466,0.5700115806834452
99.87634916029884,30.329554249313475,0.9074012334886956,6.245803154792103
68.82947058118951,25.035825261677303,0.7551174849574721,4.406291751211752
13.76716817747033,11.801722700697033,0.36387200466342523,0.8752090688453331
3.641765313951865,43.05651245890778,1.2894420660142707,0.25046202777024074
5.632673817168779,100.30769127170495,3.0085309936702798,0.36955071051216826
39.28365810997656,20.8752529668285,0.6324831922934238,2.4435913359424273
25.91901142279657,42.72777816577006,1.2820707390814214,1.6123806438817163
15.898491392766466,59.52311541031836,1.775314413424545,1.0117132169593603
22.75050859802433,24.772344856162373,0.7492549990580918,1.4637623484875593
92.1546540076331,61.42961492240897,1.879343901076953,5.805227734113167
10.62455227002901,29.138372129546745,0.9001837341656693,0.6788174162386893
63.53972695250548,78.94795619252973,2.400257000263025,4.047376816789619
23.02920146050747,4.667788433845952,0.1481729696148425,1.4703242020598362
72.73608127623498,77.32538034046371,2.2974684915236963,4.522504462848365
8.343177023617757,80.72311135101468,2.4763774405762304,0.5353813131942754
18.54775760728162,17.506120746791513,0.5388696381759428,1.1855136740194965
42.09482930883045,40.2737562942535,1.2236956573087006,2.664586813863138
29.454634277650793,23.61534205340555,0.7152232736961196,1.8688268208911614
13.120887423599195,35.3367262787748,1.0647725428045232,0.8643518919814028
34.03955156161828,174.5837354019747,5.184762943269924,2.1464349754838743
50.29443616816652,55.3196403552116,1.619171532403537,3.195075254472813
22.105631517704357,17.85740478130337,0.5389224412371088,1.3929763831235291
20.968465242834878,14.222933074923702,0.4465638851522663,1.2890091649745452
71.61808382685989,57.340598241031195,1.728514647375941,4.485536412722125
13.6378520642285,38.059456605023854,1.1831637511638826,0.8748609774964797
106.95164993017947,61.88407367725386,1.858727507326492,6.605981176453578
18.746748559032554,34.58439510144497,1.0539589276717582,1.198983034837398
31.74786801048213,18.0919771549647,0.5498094159991138,2.051846043299356
76.69878857186644,47.58397315842274,1.4274862465277127,4.741688557552712
8.583403943717133,78.32529564520127,2.369207167041316,0.5570748538996436
77.50201244932995,5.023934496640107,0.15345433714779413,4.947978097981915
56.39066332530211,44.682484475858956,1.3400058577616278,3.657943209258775
51.8138644366682,27.274610456456127,0.820698411172574,3.2677363628798015
39.52002914052336,23.054167994547125,0.7066738797365991,2.456369779828053
21.962804735477874,62.67298874029197,1.8705902736529176,1.3874589521763392
40.85111204151019,46.658168639255095,1.3936992400644845,2.58838041095225
45.464592027789635,145.04837692738326,4.308715994710957,2.8541349837128367
91.14240590018021,13.635400955608763,0.4113643399861139,5.778661339070094
56.878479226890896,8.317394282700397,0.2579782703004191,3.49819718451514
46.853683552130725,38.3520926596632,1.1535421102763714,2.8942787196862714
15.719073765223381,67.02047111425259,2.0760671817899166,1.022388186315632
58.980555865805314,28.46896709243893,0.857020605835841,3.697527957828412
8.686818930231098,24.75841446412347,0.7539574442863408,0.5650309376712962
80.93394677445912,23.616822719815765,0.7210156627137185,5.025634327930636
35.965458017991025,87.50713718507347,2.5934280844117,2.2666576505903837
25.976728092081714,68.5575928160571,2.035597229977494,1.6059954002044607
17.15478902603657,66.95677980314966,2.0475480215911346,1.1010967512474408
33.54462100137922,96.05381090767574,2.9223051883883118,2.148565324233881
2.693354090459303,17.265648859118098,0.5232427132357316,0.18722214140068372
28.534284150033074,9.079088967672485,0.2799950159798546,1.8450469204208924
7.386296197261337,28.840977128083452,0.8693307751075301,0.48060613399183505
67.64846122818743,15.682580199493465,0.4759485712752077,4.288254790296683
21.169315494022428,69.35880994705221,2.0747843005745112,1.3381350854497653
31.102512505322476,2.2931656731119863,0.07626602774987024,1.9705175002480937
59.74722036380202,60.93273210787614,1.8003507246449972,3.7441964123562412
29.274060525836017,56.43449353482241,1.7129173507438147,1.8026635430515974
50.41283697853033,12.115316658696617,0.3744726137569211,3.1184955825347993
5.443972810141205,4.0720524781784215,0.12901880483858458,0.35590524928027334
49.64949448257528,67.90277243978974,2.048387515832381,3.1629834554848544
16.58071668798206,4.631246992111779,0.1467071403096879,1.031815068532926
